DIRECTORIO;HOGAR_NUMERO;PERSONA_NUMERO;P6240;P203;P203S1;P5355;P5355S1;P5355S2;P204S1;P204S2;P204S3;P204S4;P204S5;P204S6;P204S7;P204S9;P204S8;P5360;P5360S1;P5361;P5361S1;P5361S2;P272S1;P272S2;P272S3;P272S4;P272S5;P272S6;P272S7;P272S8;P5366;P5366S1;P5367;P5367S1;P5367S2;P206S1;P206S2;P206S3;P206S4;P206S5;P206S6;P206S7;P206S8;P5371;P5371S1;P5372;P5372S1;P5372S2;P207S1;P207S2;P207S3;P207S4;P207S5;P207S6;P207S7;P207S8;P5377;P5377S1;P5378S1;P5378S2;P5378S3;P5378S4;P5378S5;P5378S6;P5378S7;P5378S8;P5378S9
3082701;1;3;1;1;1200000;1;5;2; ; ; ; ; ; ; ; ; ;1;50000;1;4;2; ; ; ; ; ; ; ; ;1;200000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;1;2;2;1
3082701;1;4;3;2; ;1;3;2; ; ; ; ; ; ; ; ; ;1;60000;1;5;2; ; ; ; ; ; ; ; ;1;100000;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;1;2;1;1;2;2;2;1
3082702;1;1;1;99; ;2; ; ;1;2;2;1;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082704;1;1;1;1;850000;2; ; ;1;2;2;1;2;2;2;2;1;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082704;1;2;4;1;781000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2;2;2;2;2;1;2;2;2
3082704;1;3;1;1;900000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;1;50000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082706;1;1;1;1;780000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082706;1;2;3;2; ;2; ; ;1;2;2;1;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082706;1;4;3;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082707;1;1;1;1;670000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3082707;1;2;4;2; ;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082707;1;3;1;1;500000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082707;1;4;1;99; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;1
3082707;1;5;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;1
3082709;1;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082709;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082709;1;3;1;1;900000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;50000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082710;1;1;1;1;950000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;1;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082711;1;1;1;1;800000;2; ; ;1;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;1;2;1;2;2;2;2; ;2; ; ;1;1;2;2;2;1;2;2;2; ;2; ; ;1;1;2;2;2;1;2;2;2; ;2;2;2;2;2;2;2;2;2
3082711;1;2;1;1;500000;2; ; ;1;1;2;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082711;1;3;1;1;600000;2; ; ;1;2;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082711;1;4;3;2; ;2; ; ;1;2;2;2;2;2;1;1;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;1;2;2;2; ;2;2;2;1;2;2;2;2;2
3082712;1;1;1;1;1300000;1;5;2; ; ; ; ; ; ; ; ; ;1;70000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2;2;2;1;1;1;2;2;2
3082712;1;2;4;2; ;1;5;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;2;1;2;1
3082712;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;1;1;2;1;2;1
3082712;1;4;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;1;1;2;1;2;1
3082713;1;1;4;99; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3082714;1;1;4;1;785000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;2;1;1;2;2;1;2;2
3082714;1;2;1;1;785000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3082715;1;1;1;1;2300000;2; ; ;2;2;2;2;2;2;2;2;1;2; ;1;5;2; ; ; ; ; ; ; ; ;1;400000;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2;2;2;2;2;2;1;2;2
3082715;1;2;4;1;1800000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3082715;1;3;1;1;3400000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;1;2; ;2; ; ;2;2;2;2;2;2;1;1;2; ;2;2;2;2;2;2;1;2;1
3082716;1;1;4;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082716;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082717;1;1;1;1;780000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082717;1;2;4;2; ;2; ; ;2;2;1;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082717;1;3;1;1;2000000;1;4;2; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ; ; ; ; ; ; ; ;1;240000;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;1;2;2;1;2;2;2;1
3082717;1;4;1;1;2500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3082718;1;1;4;1;583000;2; ; ;1;2;1;1;2;2;2;2;2;2; ;2; ; ;1;1;1;2;2;1;2;2;2; ;2; ; ;2;1;2;1;2;2;2;2;2; ;2; ; ;2;1;1;1;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082718;1;2;1;1;750000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3082718;1;3;1;99; ;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082718;1;4;4;99; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;1;2;2;2; ;2; ; ;2;2;2;1;2;2;1;2;2; ;2; ; ;2;2;2;1;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082720;1;1;5;1;780000;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082720;1;2;1;99; ;1;4;2; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ; ; ; ; ;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3082721;1;1;5;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082721;1;2;1;1;850000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082721;1;3;2;1;500000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3082722;1;1;1;1;787000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;1;2;1
3082722;1;2;1;1;787000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;1
3082722;1;3;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;1;2;1;2;1
3082722;1;4;3;2; ;1;1;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;1;2;2;1;2;1
3082723;1;1;1;1;2500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082723;1;2;4;1;2000000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082724;1;1;1;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2;2;2;2;1;2;2;2;2
3082724;1;2;4;99; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2;2;2;2;1;2;2;2;2
3082725;1;1;1;1;100000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082725;1;2;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082725;1;3;1;1;200000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082725;1;4;3;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082725;1;5;1;1;850000;1;5;2; ; ; ; ; ; ; ; ; ;1;30000;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082726;1;1;2;2; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3082726;1;2;3;1;100000;2; ; ;2;2;2;1;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;1;2;1;2; ;2; ; ;1;1;2;2;2;2;2;1;2; ;2; ; ;2;1;2;2;2;2;2;1;2; ;2;2;2;2;1;2;2;2;2
3082726;1;3;4;1;100000;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082727;1;1;1;1;1200000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082727;1;2;5;2; ;2; ; ;1;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;1;2;2;2;2;2; ;2; ; ;2;1;2;1;2;2;2;2;2; ;2; ; ;2;1;2;1;2;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082728;1;1;1;1;1600000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082728;1;5;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082729;1;1;1;1;1000000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082730;1;1;1;1;5100000;1;3;2; ; ; ; ; ; ; ; ; ;1;150000;1;3;1; ; ; ; ; ; ; ; ;1;300000;1;4;1; ; ; ; ; ; ; ; ;2; ;1;2;1; ; ; ; ; ; ; ; ;2; ;2;1;2;2;1;2;2;2;2
3082731;1;1;4;1;3000000;1;4;2; ; ; ; ; ; ; ; ; ;1;150000;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;2;2;1;1;2; ;2;2;2;1;2;2;1;2;2
3082731;1;2;1;1;1500000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;1;4;1; ; ; ; ; ; ; ; ;1;400000;1;5;1; ; ; ; ; ; ; ; ;1;20000;2;2;2;2;2;2;1;2;1
3082732;1;1;1;1;787000;1;2;2; ; ; ; ; ; ; ; ; ;1;45000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;1;2;2;1;2;1;1;1
3082732;1;2;1;1;400000;1;1;1; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ; ; ; ; ;1;60000;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;1;2;2;1;2;1;1;1
3082733;1;1;1;1;850000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3082733;1;2;1;1;784700;1;1;1; ; ; ; ; ; ; ; ; ;1;30000;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3082733;1;3;1;1;784700;1;3;2; ; ; ; ; ; ; ; ; ;1;30000;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2;1;2;2;2;2;2;2;2
3082733;1;4;4;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;2;1;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082734;1;1;1;99; ;2; ; ;2;2;1;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082734;1;2;1;1;500000;2; ; ;1;2;1;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082735;1;1;1;99; ;1;4;2; ; ; ; ; ; ; ; ; ;1;200000;1;5;1; ; ; ; ; ; ; ; ;1;150000;2; ; ;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;1
3082735;1;2;1;1;2500000;2; ; ;2;2;1;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;2;1;2;1
3082735;1;4;1;1;600000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;2;2;1;2;2
3082736;1;1;1;1;900000;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;1;2;2;2;2;2;2;2
3082736;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082736;1;3;2;2; ;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;1
3082737;1;1;1;99; ;1;4;2; ; ; ; ; ; ; ; ; ;99; ;2; ; ;2;2;2;2;1;2;2;2;99; ;1;5;2; ; ; ; ; ; ; ; ;99; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;2;2;2;2;1
3082737;1;2;3;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3082738;1;1;1;1;6000000;1;3;2; ; ; ; ; ; ; ; ; ;1;200000;1;3;1; ; ; ; ; ; ; ; ;1;200000;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;1;2;1;2;2;1;2;2
3082738;1;2;1;1;4600000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;1;2;2;1;2;2
3082738;1;3;1;1;3000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;15000;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;2;1;2;2
3082738;1;4;3;1;700000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;2;2; ; ; ; ; ; ; ; ;1;600000;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;1;2;2;2;2;2;2;2
3082739;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;1;2;1
3082739;1;2;4;1;650000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082740;1;1;1;1;300000;2; ; ;2;1;1;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;1;2;2;1;2;2;2;2; ;2; ; ;2;1;2;2;1;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082740;1;2;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3082740;1;3;1;1;400000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3082740;1;4;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3082740;1;5;1;1;784700;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2; ; ;2;2;2;2;1;2;1;2;2; ;2;2;2;2;2;2;2;2;2
